,CD86,CD274,CD270,CD155,CD112,CD47,CD48,CD40,CD154,CD52,CD3,CD8,CD56,CD19,CD33,CD11c,HLA-A-B-C,CD45RA,CD123,CD7,CD105,CD49f,CD194,CD4,CD44,CD14,CD16,CD25,CD45RO,CD279,TIGIT,Mouse-IgG1,Mouse-IgG2a,Mouse-IgG2b,Rat-IgG2b,CD20,CD335,CD31,Podoplanin,CD146,IgM,CD5,CD195,CD32,CD196,CD185,CD103,CD69,CD62L,CD161,CD152,CD223,KLRG1,CD27,CD107a,CD95,CD134,HLA-DR,CD1c,CD11b,CD64,CD141,CD1d,CD314,CD35,CD57,CD272,CD278,CD58,CD39,CX3CR1,CD24,CD21,CD11a,CD79b,CD244,CD169,integrinB7,CD268,CD42b,CD54,CD62P,CD119,TCR,Rat-IgG1,Rat-IgG2a,CD192,CD122,FceRIa,CD41,CD137,CD163,CD83,CD124,CD13,CD2,CD226,CD29,CD303,CD49b,CD81,IgD,CD18,CD28,CD38,CD127,CD45,CD22,CD71,CD26,CD115,CD63,CD304,CD36,CD172a,CD72,CD158,CD93,CD49a,CD49d,CD73,CD9,TCRVa7.2,TCRVd2,LOX-1,CD158b,CD158e1,CD142,CD319,CD352,CD94,CD162,CD85j,CD23,CD328,HLA-E,CD82,CD101,CD88,CD224
a9aaa26fa540,3.065149,0.5922398,0.59561193,5.6488457,7.017589,11.455241,21.158554,0.0519096,0.9395373,0.13414836,-0.86380965,-0.33041358,1.8743595,1.6095245,11.175791,2.574603,7.1523204,8.5127945,2.063894,2.1942987,0.86367154,1.1505868,0.77710223,0.69901216,12.368515,-0.012329981,0.49908546,0.53381306,0.58556676,0.32634476,1.195965,-0.38863483,0.1319902,0.2250728,1.4480467,0.44777098,0.5277263,21.848087,0.77621305,1.1940744,0.016900757,-0.083721876,-1.2403868,1.141089,1.4508054,-0.26056793,1.7033076,-0.09823431,6.003387,-0.4151245,0.50336635,1.115552,0.19637701,1.169211,0.27457413,2.430651,0.9128002,5.46254,0.60069895,0.4038765,1.7637938,1.2572393,0.47280484,0.44437933,-0.4361493,-0.2986193,2.8051612,0.9761403,2.6593177,-0.10548453,0.3585225,0.0599007,-0.5009772,11.082044,0.52251005,8.800045,-0.09860988,7.2573323,0.6255146,0.1471256,2.3069172,1.8935821,2.4122362,1.5442079,0.046245076,0.7144393,0.79898334,-1.1628247,0.5354734,-0.5665186,0.34672046,0.34377035,0.44464925,1.3217547,5.0717807,-0.18907356,-1.0058193,9.866513,0.56885874,8.874006,5.5792522,1.2793431,2.1343825,0.49207798,2.4385786,-0.7608601,5.6722813,-0.32475907,8.33721,0.5377971,-0.10352428,1.181378,0.23784184,-0.2126041,0.15753323,-0.5125135,1.9115787,0.8346301,0.65033144,11.17479,-1.0161657,-0.7637309,-0.61836994,-0.4349407,1.3516867,0.01631109,-0.18917575,2.2006793,-0.08655138,0.54724365,0.77959645,9.244054,-0.48186737,0.38934314,-0.21933772,-0.12668996,3.5748444,1.7729423,0.7600232,5.6890078
58b37a2e3c3b,-0.09113982,1.6819586,2.9119148,4.3708982,6.9352884,11.200831,3.1311414,-0.18562034,0.32378274,-0.6773187,0.16978924,0.012557477,0.54231924,0.57500666,4.226934,0.11922051,10.2413845,3.7094595,5.7226624,-0.07578504,0.46147823,5.4661703,-0.070329696,1.7222639,11.984789,1.0558392,-0.19225171,0.2980198,0.84335446,1.7369776,1.2193948,0.061198115,1.5412072,0.09853077,0.88496923,0.51173604,1.366587,12.014169,0.062251866,0.6416994,0.30611134,2.1590235,0.27826625,0.9857491,-0.013047636,-0.14663392,0.6628116,0.9101209,12.785124,0.4209565,1.4758005,1.1960423,0.5889997,1.4615545,-0.16429472,2.641439,-0.06803203,6.869745,0.9239185,0.7433853,-0.22442722,0.5855128,0.7231728,-0.04271543,1.0853298,0.12487936,1.0544872,1.4231436,4.5086694,0.920036,0.72315043,-0.122874856,-0.13465825,15.358624,0.9552856,13.817412,0.29218876,2.6398802,-0.18506834,0.49395072,4.056657,1.5865753,2.0359907,0.3328084,-0.32259202,-0.2426272,-0.08413416,1.5543284,-0.18364489,1.2884088,1.10782,0.1679182,0.70833856,0.22698429,5.199662,3.2642775,2.7297466,10.55126,0.019533545,11.99828,6.282617,1.5211744,8.484077,-0.11364615,2.8409626,0.4587773,8.612935,0.051903248,8.39188,1.1325508,1.949607,6.6207933,1.1129619,0.95383877,-0.29880917,1.9617579,0.31891495,1.2219408,-0.25609627,9.834547,0.54326427,5.653167,0.6378735,-0.16456753,2.1648278,1.8128419,0.23391595,2.0229902,-1.0011401,0.6288867,0.96798766,3.3695467,0.5406674,1.5531293,2.88722,1.4986668,5.07995,0.074798435,2.6341684,2.1325374
79879144e83c,0.25914302,1.8898078,1.9995782,5.6816945,5.90464,6.9326963,0.6693112,0.7477409,1.4364156,0.34814033,1.7393084,1.8965812,-0.42369592,0.18572032,0.117198646,3.20256,6.86896,0.94044787,2.4186082,0.14578825,0.6172299,4.1357956,0.36742508,2.1554945,10.805432,1.4366615,0.15411955,1.9295044,0.92562264,0.77777034,0.6953448,-0.11538863,-0.09714544,-0.05578029,0.25416088,0.5745394,0.15613705,14.388131,1.2611147,0.99956894,0.61258763,1.4624804,1.1912994,0.7908099,0.9856122,0.33007503,0.29525512,1.307213,5.113924,-0.5435729,1.0645038,0.13451952,1.0050617,1.7713507,2.1272993,0.49457565,1.5500376,5.4253983,1.2664341,1.1031625,0.06206739,1.3638508,1.4550704,1.6342999,0.2938387,0.57366073,0.9100217,4.1837726,1.1677115,0.70698357,1.2012455,0.5867858,0.25352973,7.3222632,1.6763904,11.632601,1.3822677,-0.2231412,1.3259301,3.6953197,1.5329064,1.2412385,-0.20509446,0.3135097,0.8736186,0.9775096,2.3659744,2.0328598,0.90361655,0.43211478,2.1373863,1.0696223,1.3726056,1.544363,3.0186038,0.36486664,1.0921923,7.663187,0.100109756,4.7896156,5.018048,0.10275707,-0.012212902,-0.24033427,7.5599346,0.9099638,7.1412086,0.45105207,12.3117895,1.7628112,2.3631287,3.941532,0.7332511,2.1899176,0.10849029,-0.071822405,3.0146775,1.6323738,0.027310848,9.024629,-0.12023103,3.0943959,0.09360582,1.5701504,1.1168058,1.8710471,0.6822661,1.794893,0.8100323,-0.11186528,0.690527,2.9613447,2.446445,0.8551911,3.1518464,0.72611326,7.8986597,0.9497768,3.9921026,1.560554
db3a7a831d86,-0.015150249,0.5106863,0.5727936,4.5719824,2.9942305,3.3670568,-0.527411,0.64835364,-0.94430995,-0.33148944,-1.0886067,-1.2228777,-1.4235654,-0.9047169,6.7288995,-0.97899747,3.647996,-0.16833729,0.29023427,-0.82896227,0.29783338,3.379215,-1.5583563,1.3480961,8.685044,-0.9474619,-1.3696452,-1.8186841,0.36626327,-0.43309653,-0.8517201,2.8729372,0.37638903,-0.39878666,0.42503822,0.5655142,0.39179134,10.061243,1.7232044,0.31530416,-0.0429461,0.04045534,1.9918143,8.284495,0.30919206,0.8191041,2.913716,0.14320207,2.0127308,-0.6589363,0.8167826,-0.90011203,-1.6700096,-1.1215452,2.4260592,0.36865413,0.29017055,4.4899554,0.78647757,0.42455947,-1.1982865,0.23435342,-0.15391958,0.15717542,0.87411773,0.7808707,0.9752195,1.6726292,2.8744364,-1.8231795,-0.33976644,-0.7610125,1.4552251,7.159329,-1.4952753,11.30055,0.18223369,1.6935713,-1.410007,-0.7553675,0.15216091,0.79034996,-0.58281535,-0.023136735,-0.29558986,-0.46921825,1.903642,0.62705517,1.9287368,-0.45807564,0.40601754,0.32999718,0.07665372,-0.0791527,0.2857021,5.2026405,1.3713768,5.551616,-0.86493486,0.025312573,0.7314652,-1.0246255,1.7497349,1.01894,-0.34458107,2.0460339,5.0635667,0.29631305,16.178322,2.426282,1.6594105,5.7910495,1.7378657,3.0735705,-0.8426151,1.1910441,2.1400166,-1.7207177,-1.2194605,8.354283,0.3525988,-1.3678793,0.22400528,-1.1384939,1.7036154,-0.218849,-1.2901263,0.1472373,0.16097724,-0.23127902,-0.92089814,6.8313313,0.22663724,-0.1864199,-0.86914384,0.97443676,4.6333365,-0.66297525,7.6051726,0.66822195
ad2a25d621dc,1.1201059,-0.10455933,0.23571317,8.284221,4.896142,8.777375,0.71775025,0.33308598,0.4198421,1.4577113,0.11120327,-0.044959545,-0.4314167,2.5925863,12.219622,0.068091795,0.93481904,-0.08697742,0.13350222,-0.110850036,0.9752929,4.009881,-0.13960639,1.0392755,5.1757064,-0.489633,-0.24706653,0.23167405,-0.02352801,0.031960517,-0.14131823,1.1307801,-0.64134216,0.02473396,0.819039,-0.32729757,0.91136885,13.279897,0.31521952,0.58506495,0.61635315,0.9300071,0.21171398,12.718943,-0.6712794,0.7191174,1.3679847,0.21364547,0.5419987,0.35229117,0.29553926,1.7348943,-0.3215653,-0.117505014,3.6728773,1.4624743,2.4246528,4.345258,-0.25506988,0.68644893,-0.26976627,1.0448483,1.6702062,1.4381797,1.0258937,1.228845,0.28592128,1.3481803,3.6980593,0.8538843,0.4671753,0.6259108,-0.19609076,4.8509407,0.8827082,8.32494,0.22665097,4.1898565,1.9589946,2.6392486,0.4205852,-0.14954531,0.44938996,0.2559388,-0.38995737,1.0930313,0.4233346,1.0930936,1.7413459,10.254537,2.6654565,0.5197439,0.53531945,1.6980876,0.55755687,0.034766465,1.8809688,10.403849,1.9860528,3.4850693,3.062198,-0.1940671,4.4950504,1.3317555,3.8252373,-0.40649408,3.5355155,-0.011263847,15.998599,4.4689364,3.653482,4.7877846,1.036016,19.418846,2.6046314,-0.33443606,6.1316433,-0.39051694,0.872922,12.84904,0.96397,0.9493221,-0.3306698,1.2382939,0.08640936,0.3894277,0.76148105,1.6204078,-0.1360799,0.55823755,0.68033236,11.942577,0.96342564,-1.2786316,-0.011497676,1.4292309,7.945275,0.8116329,7.8595967,2.643844
6d0d7f924063,-0.36257264,1.2907176,1.1166935,4.797464,4.1073394,8.253469,-0.6371622,0.11232839,-1.2639707,0.20209998,0.50759614,-0.26907563,0.19273049,0.23768494,6.40246,-0.13113217,5.4255733,-0.2423963,-0.798596,-0.24748129,1.4102428,2.612575,-0.40954423,-0.62741995,12.004234,0.05194047,-0.46065348,-0.026843473,-0.091389015,-0.65997267,0.6263395,-0.30818537,0.21128432,0.82498264,2.39799,-0.59443325,0.20422643,10.676834,-1.1237236,1.2544712,0.06862403,-0.7210449,0.90086484,10.536631,-0.957962,0.42515883,-0.5740458,0.6024158,3.9693522,-0.8056748,0.39832884,-1.048716,0.2665948,-0.3085383,2.5124369,0.9550814,0.32426438,4.4021883,-0.46627924,-0.52577645,1.8121449,-0.56403196,0.09208325,0.9374078,0.7942996,0.9521078,1.26552,0.37182003,2.5229647,-0.72618794,0.26377124,0.14132294,1.5863454,2.9220753,0.025113761,9.6104355,-0.028718308,2.264185,0.68633145,0.20915282,0.36951354,-0.42658958,-0.70562184,0.4209996,-0.6524477,0.121953726,1.1033988,-1.0820642,1.6878135,-0.47980767,-0.20252588,0.42389235,0.87037337,1.4026206,1.1419071,-0.14097515,0.6914092,7.8301554,0.34089297,6.1035075,4.027461,-0.35209295,-0.290239,0.5721096,5.5044503,0.10915467,6.220016,1.3438106,14.373434,3.3159375,2.325117,5.8726754,0.73619473,-0.0039940476,0.2262722,-0.47424853,1.5339439,0.16536492,-0.47570735,9.932708,0.18607473,-0.7222084,0.35402435,-0.38658637,1.4348402,1.0278647,-0.113508776,0.20764351,1.0596223,0.94029254,-1.5584706,8.01186,0.652274,0.14800099,-0.17467734,-0.052641377,7.2872324,-0.27777144,5.090599,0.008914769
f25775ccbb42,2.5774546,1.7388152,0.92789054,4.595747,5.742647,8.408702,3.1018274,0.065316916,0.09134734,2.2545018,-0.25497496,0.26731235,1.9801072,2.3254414,9.883151,0.34568024,8.649334,4.073045,2.9572933,2.5586996,0.7170223,4.146941,0.23651117,4.085198,13.662958,0.6139726,0.050534546,-0.099752605,0.9813231,0.63199735,1.0814602,-0.25794578,0.35951862,-0.19523603,1.1769881,-0.866364,2.062488,20.33392,1.098393,-0.082431614,-0.2877422,-0.042571604,-0.54876494,1.501727,1.3375797,1.4035047,1.0061162,1.7713456,13.647718,0.29845625,0.9192062,0.010400593,0.035913885,0.14867091,1.9668195,-0.26267117,2.0319653,5.7683706,1.1640022,0.0051966906,1.1570795,0.29183972,0.58392084,0.8210841,0.18152067,0.43944916,0.00041663647,1.0709088,3.3048007,1.7935551,1.9028394,1.7680511,1.1943578,11.142955,-0.32280678,12.738243,-0.15795028,-0.36813426,0.06752205,1.5465777,2.4431272,1.106878,1.9863,0.6732799,0.74631655,0.09524912,1.5833346,0.6429124,0.7189349,0.2784621,0.8652173,0.92764544,0.17044115,1.885463,2.3104758,0.27963582,2.7097187,8.38303,0.6924149,9.491976,3.5221334,0.02611801,15.056837,1.2719691,1.8833516,0.775033,3.748504,0.33168352,9.328415,1.574327,0.99143535,2.2520576,1.0374761,1.8202586,1.5948752,1.04197,1.8630185,2.8180277,-0.057444215,8.926525,1.8170712,7.605955,-0.015940845,0.036262453,2.1620016,-0.3039891,0.54818344,1.6589575,0.26025504,2.9378076,0.56425405,9.243242,1.3969684,0.47743136,0.21586844,1.8062127,5.530153,1.2025586,2.5524125,2.120119
135faa1772f3,1.0732172,1.5344718,1.3568432,5.267209,3.231671,4.389978,0.7233483,1.3044841,0.35675126,2.2764034,0.061648294,-0.09361032,1.1834929,1.2006447,9.597342,2.785105,6.618988,-0.12071556,0.10907313,2.3386648,-0.30477867,3.9373207,-0.19820407,-0.41826397,7.5754094,-0.5406097,0.7247635,0.17555547,2.292791,1.0814365,-0.20443147,0.51834345,0.43811563,0.5289016,-0.28414547,1.0526054,0.0016038418,7.465415,1.3922552,0.53716063,0.2165853,0.21580887,1.1038938,12.620406,-0.733512,-0.28588733,2.0224206,1.9166808,4.4030805,0.68921256,1.3338764,-0.40175107,0.4674621,-0.15897423,2.7715063,-0.59782547,0.9104743,1.8283781,-0.30091888,1.5424271,-0.30811632,0.89430106,0.8020772,0.98222035,-0.19144472,-0.0062160194,0.21379395,0.60050863,2.778722,2.884381,0.009382755,0.73801875,-0.24805346,5.7056007,-0.07031727,5.548513,1.4689784,0.3007074,2.8770778,1.1815994,0.40949872,0.66071844,1.3163292,-0.31411406,-0.44693837,1.0285068,0.35949382,-0.3184816,4.48335,-0.23175949,0.36713856,0.84038067,1.0178434,1.1738136,2.5970426,-0.003383249,1.3896518,8.549489,-0.49359164,1.6144565,5.462968,-0.22837111,2.2364435,2.8527327,4.083909,0.32697937,2.0909514,-0.06469378,15.957736,4.38457,2.8451226,5.556852,1.7210308,0.5927624,0.42290905,0.81681216,0.7501857,1.1020476,-0.3388835,14.939508,1.7848257,0.19106929,0.5308703,1.1999412,0.48016745,1.6740701,0.10294658,2.7765944,1.888327,0.8381132,0.623812,14.930111,2.199713,0.48114187,-0.046920463,0.8027941,6.168631,1.112738,7.498497,4.816225
bd6fe38aa571,-0.30125257,1.3791039,0.28084493,1.651944,4.53584,9.171232,4.2297864,-0.40036204,-0.5217372,-0.29600918,1.6790862,1.3151263,4.605575,1.066689,2.7126842,-0.074574366,4.1895647,2.266593,4.2876678,-0.20869297,0.44189832,3.0887878,0.92761385,2.5608761,8.11069,0.11860673,0.618177,1.2587972,0.3849302,-0.0020561218,0.2128406,0.37165552,0.79504776,-0.801812,1.5912879,0.5967202,1.4271066,17.025974,0.07494776,1.3171194,0.48101848,0.07434215,0.97448397,-0.38686293,-0.29191777,1.2875772,1.1517081,-0.65577143,13.934424,0.9234313,1.1843686,2.0923958,-0.5052912,-0.25430575,1.6339816,3.49012,-0.3649361,0.9172954,-0.4063189,0.5275774,0.7844131,0.47588858,0.42003405,0.61789507,2.9056063,-0.81468856,0.04798384,-1.2694644,1.8711411,0.038237825,0.52290416,0.91595316,-0.36750793,8.666354,-0.21144287,11.021439,0.71972835,-0.3974616,0.74941534,0.27349222,3.2010615,-0.3479393,0.7326836,0.93617123,0.8960454,-0.5317677,0.72692686,1.6279031,-0.5540716,0.98021877,1.5784674,0.50700104,0.6984662,1.0263665,2.4966457,3.093325,-0.24716774,7.8776712,0.7268403,7.4246006,4.0835314,1.367455,2.1882405,0.15048206,0.3310916,0.18813878,10.262447,1.4136851,3.0332103,1.7184736,-0.593846,2.6054337,0.8213111,3.637741,-0.54312265,7.5227585,0.57554173,-0.5717571,-0.42609447,7.6625614,-0.26986387,1.5079062,1.2494375,1.1117741,-0.6308992,1.1110281,1.1140804,-0.62390155,0.808318,0.3611029,0.015018046,8.043679,0.23799504,-0.5188065,-0.12835218,0.95998263,3.918167,0.22186708,-0.11702216,0.49191883
9b24dd0511c5,1.1950803,0.8396207,1.2975041,2.5834703,1.8649924,12.825967,0.846862,0.24716908,0.78988373,-1.3612477,0.16761684,1.7417439,1.6685424,-0.83780307,1.9512372,4.3508434,1.607435,0.5137069,0.3182866,-0.7949032,3.6995275,3.9393318,-1.4910672,-1.6977654,10.071552,0.47191018,-1.3164029,-1.7542417,0.3000312,-0.49835485,-0.0948056,1.4978571,-0.9495137,-0.84831744,1.3687102,0.3618666,1.076127,-0.4072097,1.2883155,1.1891106,-0.68856037,1.6685965,0.6834785,4.4367695,-2.1065736,0.8923813,2.9890018,-1.012279,0.40021902,-0.22450364,1.3650116,-0.15095282,-0.7613336,0.45610785,3.3807893,1.4354386,0.8965411,0.9075211,-1.3125029,0.47986257,1.1043274,1.1142178,2.2136629,0.061311245,-0.1335966,1.7301996,1.0580451,1.0292507,5.281085,-1.7589254,0.51625097,0.07379663,-0.33760747,-0.663976,-0.27065122,2.8650591,0.24589133,6.6207333,-1.3546147,1.5045886,2.1162734,-0.66618073,-0.0715422,3.0164704,1.0160711,0.22474623,0.7210479,-1.2455888,1.7939113,2.238305,1.4969833,-0.38316208,0.42466402,0.83272386,-0.8890649,-0.8450949,1.0974226,11.539946,0.7984811,0.04776016,0.5260298,-0.9852334,-0.67724454,0.7096149,3.4132943,-1.0055526,4.0046716,-1.243538,16.675926,3.909812,4.112876,2.7094657,3.0123353,25.199846,-0.78000724,1.2258961,8.442064,-0.11012328,-1.1758968,17.6795,0.4234538,0.18975604,-1.46155,1.6758564,2.5462685,-0.14582533,0.43765545,-1.3519193,1.7871456,-0.1626566,-1.10208,8.216019,0.30420017,-0.2917456,-0.8284669,0.8176582,13.227133,1.2784591,7.8014674,2.0826044
9f18e97d5ba9,-0.24426426,-0.24536973,0.09698482,5.811327,5.0662527,10.410699,3.149423,0.23324318,-0.24814418,-0.23050368,0.007957682,1.3742561,3.1867929,0.38471204,-0.2964242,-0.02201192,5.4909143,0.5782283,7.4793844,-0.17264473,0.30210727,2.1595201,-0.2616921,-0.48109588,13.043316,-0.59584075,-0.34366626,1.8647791,0.8177998,1.0107424,0.2895481,0.44920892,1.335818,-0.10531756,0.7028506,0.32236013,1.5065757,18.370968,-0.17560524,1.3753419,0.86486083,0.14913511,-0.44094208,1.5139475,-0.21628058,-0.35502493,-0.40862358,0.10290022,13.504767,0.62628484,1.2634128,0.68336236,-0.43760112,1.3261286,0.96571344,1.5100611,0.11845167,4.9773026,-0.35059428,0.58611035,-0.34966695,0.64769554,0.008767843,0.69999945,0.9211498,-0.74167526,-0.6128172,0.8853538,3.1437993,0.10624458,0.42524835,1.1458818,-0.30435276,16.126158,-0.13683024,7.9910502,0.7871039,1.2029636,-0.34259725,0.33328655,6.150176,1.3901751,0.80913657,0.5850567,-0.50867474,0.28476036,0.008576065,0.09830177,1.220718,-0.30627483,1.159905,0.95010173,1.0316246,1.3401425,2.8312936,-0.044716805,-0.7510665,8.22282,1.088578,8.947975,4.945097,1.4091479,2.2137253,1.1995023,-0.16263658,0.9862884,7.682191,-0.12258273,5.627837,-0.19888186,-0.11206418,4.387508,1.2879755,0.41349262,0.363838,4.629042,1.7256297,1.042522,1.8655398,7.269581,-0.7826852,11.122752,-0.4328291,-0.2898159,0.4087091,1.1883167,0.037921906,-0.075387865,1.2154219,0.06891784,0.08371256,3.844276,1.2880476,1.1833856,-0.08529951,0.7391602,2.6247213,1.0467503,0.901696,3.5264661
649ef6a949c3,1.7865744,-0.055423245,2.4287574,6.743624,5.2973003,9.070566,-0.6044588,1.3079085,1.2611525,0.89457226,0.21810092,-0.5532887,0.61289805,-0.1027269,11.817081,7.2144995,12.08437,-0.4394912,5.438534,-0.42075044,0.2832351,4.501623,1.6594276,1.047771,13.400148,-0.24586056,0.28668118,0.27672702,1.7129049,1.3212016,0.25763813,-0.08456023,0.8097143,1.3921506,1.1925707,0.18211445,0.22818807,16.095968,1.8256112,-0.89044136,0.52168524,1.4432887,-0.37646794,9.960989,0.74249005,0.83134115,1.4029639,0.29189184,5.1927752,1.4799616,-0.38399035,1.9456072,1.4218125,-0.55079734,3.4146876,0.5327719,-0.06280291,7.178215,0.390659,0.18325129,-0.6704681,1.2798057,0.96338,1.4131165,-0.666461,0.6011631,2.9508176,0.0013975352,2.3344562,1.3872403,0.89028585,0.9554144,1.2827845,10.49246,-0.33351845,13.471774,1.5209081,2.5867956,1.4549843,2.1252072,1.3211392,0.8870965,0.92528987,0.04115802,-0.98532516,-0.25499246,0.020954698,0.42380205,0.5292244,0.488495,0.5982837,0.90921324,-0.03496237,0.5677893,0.88677585,-0.36384207,0.75353414,8.7443495,0.57407653,1.9379263,4.331778,-0.55249363,4.2759633,0.668506,7.0327625,0.48107427,6.0261655,-0.569528,13.921863,0.15130422,2.722286,5.3397894,-0.060319245,-0.9706016,0.67526096,5.175269,4.1915736,-0.15559149,-0.69733024,8.958646,0.7763196,5.6579065,1.6635731,0.8375645,-0.14300148,1.4631666,0.6849854,0.25637874,1.3049039,1.1710045,0.7209534,8.202169,-0.2449253,1.0697918,-0.38161385,0.8155642,5.9205046,-0.21358252,6.221672,0.07963994
240fb87ed5b9,-1.7991232,1.3019077,2.1041138,2.8067665,4.293152,7.342651,0.91505116,1.682781,2.4137847,-0.92609507,-0.43599683,-1.7596109,0.9329529,1.6941664,1.4819646,-1.4561166,5.0153985,-0.5405485,1.3462493,1.3229954,0.99070764,7.235634,2.245187,0.70830643,12.816163,0.45466888,2.4504056,-0.53392327,2.3612895,0.4882238,1.9489583,0.30508363,0.46675134,-0.15561283,-0.19020498,0.42599165,3.1351573,3.6275826,3.4801424,0.60560334,0.38703656,1.8024958,1.3707664,6.523429,-2.2799523,1.7515154,5.6595235,-1.6597385,1.5818408,0.32800472,1.8123537,1.2534235,1.3091366,3.8224046,4.233799,1.4103527,1.2125795,3.8152862,-0.74619174,3.512511,-0.4406879,1.7612369,2.3684552,2.1507976,0.31947565,2.4847205,5.0809236,0.97309065,4.910785,-1.7492399,0.5068041,0.26880515,-2.0274677,13.457,-0.31050217,6.134752,2.0987053,5.3507996,0.25891137,2.125385,1.0462421,-0.6041156,0.7105566,2.6711786,0.8797741,0.012703657,1.7135206,2.2944462,5.9631968,3.338067,4.5691986,0.6250696,1.1176207,3.0425375,2.3839126,4.7817593,3.969392,8.573432,0.049296618,1.4532242,3.1359868,0.27160597,3.7560444,4.3064775,4.6497607,1.3797271,4.697482,-0.29314518,18.864342,6.2310634,6.163165,5.6481714,2.832975,17.918266,0.68309116,-0.22250545,2.612873,1.114658,-1.6379929,12.542657,3.0642169,2.6920524,1.1557724,4.5992785,0.97598624,2.336205,0.18119538,2.528131,0.0520221,0.677109,-0.48912013,9.373711,4.2392035,-0.3161676,1.5968983,2.2807875,9.977657,1.2699366,11.191711,3.0219188
f6632b80e6f9,-0.4336552,0.8912144,-0.1719651,5.9157095,7.2593837,14.200899,7.886234,-1.1659192,0.19694576,2.0003126,-0.87645626,-0.34282944,0.10118055,0.14934745,5.18765,-0.1966943,9.1097145,1.9205569,7.3807116,-0.29244494,1.7718866,3.87308,-0.49837738,0.016290858,17.875256,-0.025339425,-0.53094226,-0.111918345,0.39503255,1.2603455,-0.8398386,1.2480522,0.11593974,0.20914274,1.4338148,0.08813183,-0.8099553,15.028037,1.501219,1.181849,0.36517417,-0.0994266,1.240031,1.8978564,-1.0523056,0.86231035,1.6865761,-0.11179952,13.822889,0.39168832,-0.10265033,0.79021204,0.18216375,1.158628,1.065963,1.5969089,0.22381973,8.061201,-0.5357856,-0.5987857,-0.5045689,0.09824491,1.6053724,-0.53618556,0.7180849,0.29805094,1.7381419,0.27569473,4.916624,-0.11976431,0.07534252,1.4275464,0.5426804,7.2490096,0.22843263,9.585836,1.1850055,1.3761157,-0.53743577,0.13457021,1.3690985,0.35264271,1.5764873,-0.1421546,0.03170333,-0.71396977,1.0066172,-0.6466159,1.2352239,1.944402,-0.3043073,1.0274217,-0.2767968,-0.2415457,4.501913,-0.1988095,1.0447744,11.155557,1.366664,9.779501,5.872303,1.2705886,10.105172,-0.028764129,1.6140083,2.6009748,9.488282,-0.33839452,6.733893,0.51626647,-0.8455059,5.797412,0.221232,1.5358012,-0.69707686,1.7400534,0.9102579,0.08207616,-0.53321886,12.037286,-0.4440979,12.303708,-0.63088346,2.3255804,-0.3174018,0.93146116,-0.20449203,-0.32115188,0.966014,0.8496995,0.101503655,10.604758,0.047265902,1.1816888,-0.22837773,-0.14167862,9.362692,0.80074644,0.19342646,4.8757944
0abd3fb9829f,-0.016833633,0.83774704,-0.163266,5.4289613,4.728144,10.857482,1.9627411,0.994965,-0.3466003,1.1225667,0.24832068,1.6102335,-0.26431954,-0.1572482,4.2879877,0.1877559,7.6868224,1.3851748,2.8680866,-0.028782248,-0.62505233,3.7087212,1.2830575,-0.19980913,9.984783,-0.34858158,-0.11877531,0.38695288,1.1154861,0.73164135,0.033314645,-0.4909557,0.12985495,1.2852509,-0.074072,1.2710502,1.4702054,16.014553,0.17767602,-0.25736192,-0.016345978,0.44762114,0.8599698,1.1419038,1.988146,1.1704844,2.2693882,0.36072302,7.3962474,1.275738,0.25811532,0.9528341,0.6772597,1.5272722,0.8947947,1.587479,0.8128179,4.460743,2.0234232,-0.17066616,-0.16365257,-0.19715911,0.33689174,0.5744006,-0.0020633936,0.8320815,0.48549604,1.5236282,1.4285045,2.126707,0.91110283,-0.14053011,-0.052311182,13.64545,0.7741613,8.94015,0.3800388,2.3602343,-0.108624816,2.7753768,1.4676534,0.8872658,1.1142476,0.9004327,0.5382411,0.5977324,1.1141741,0.85624796,1.2492294,1.3973998,0.62004894,-0.76114553,-0.45894784,2.089436,2.464762,0.14032584,0.6959353,6.331209,1.3869083,9.234114,2.3595848,-0.09914872,-0.13562742,0.5355272,2.931417,-0.23938072,4.2638636,0.13657546,8.304888,0.21033174,1.2890223,2.0707655,-0.13860106,1.2160504,-0.21240795,6.3279505,0.4393074,1.9883907,-0.19597656,2.944083,-0.4834,2.325436,-0.19499502,-0.1037887,0.7286148,0.03966093,0.92754376,1.7887655,0.44660026,0.72358817,0.0968523,3.9622908,1.1503193,0.37325174,0.08651635,2.773211,3.8306117,0.98015493,1.6805875,0.43410617
